50.549999;0.750003;-0.00000078;0.005105
50.599998;0.750003;-0.00000077;0.005486
50.649998;0.750003;-0.0000008;0.006187
50.700001;0.750003;-0.0000008;0.007227
50.75;0.750003;-0.0000008;0.008613
50.799999;0.750003;-0.00000078;0.010346
50.849998;0.750003;-0.00000078;0.012428
50.899998;0.750003;-0.00000078;0.01486
50.950001;0.750003;-0.00000075;0.01764
51;0.750003;-0.00000078;0.020769
51.049999;0.750003;-0.00000077;0.024134
51.099998;0.750003;-0.0000008;0.027581
51.149998;0.750003;-0.00000077;0.031056
51.200001;0.750003;-0.00000078;0.034541
51.25;0.750003;-0.0000008;0.03803
51.299999;0.750003;-0.0000008;0.04152
51.349998;0.750003;-0.0000008;0.04501
51.399998;0.750003;-0.00000077;0.048501
51.450001;0.750003;-0.00000078;0.051992
51.5;0.750003;-0.00000075;0.055482
51.549999;0.750003;-0.00000074;0.058973
51.599998;0.750003;-0.00000078;0.062464
51.649998;0.750003;-0.00000078;0.065954
51.700001;0.750003;-0.00000075;0.069445
51.75;0.750003;-0.00000078;0.072936
51.799999;0.750003;-0.00000075;0.076426
51.849998;0.750003;-0.0000008;0.079917
51.899998;0.750003;-0.0000008;0.083408
51.950001;0.750003;-0.00000077;0.086898
52;0.750003;-0.0000008;0.090389
52.049999;0.750003;-0.0000008;0.09388
52.099998;0.750003;-0.00000077;0.09737
52.149998;0.750003;-0.0000008;0.100861
52.200001;0.750003;-0.00000078;0.104351
52.25;0.750003;-0.00000078;0.107842
52.299999;0.750003;-0.0000008;0.111333
52.349998;0.750003;-0.00000077;0.114823
52.399998;0.750003;-0.00000078;0.118314
52.450001;0.750003;-0.0000008;0.121805
52.5;0.750003;-0.00000077;0.125295
52.549999;0.750003;-0.00000075;0.128786
52.599998;0.750003;-0.0000008;0.132277
52.649998;0.750003;-0.0000008;0.135767
52.700001;0.750003;-0.00000078;0.139258
52.75;0.750003;-0.00000077;0.142749
52.799999;0.750003;-0.00000078;0.146239
52.849998;0.750003;-0.00000076;0.14973
52.899998;0.750003;-0.00000077;0.153221
52.950001;0.750003;-0.0000008;0.156711
53;0.750003;-0.0000008;0.160202
53.049999;0.750003;-0.0000008;0.163693
53.099998;0.750003;-0.0000008;0.167183
53.149998;0.750003;-0.00000075;0.170674
53.200001;0.750003;-0.00000076;0.174165
53.25;0.750003;-0.00000078;0.177655
53.299999;0.750003;-0.00000078;0.181146
53.349998;0.750003;-0.00000078;0.184637
53.399998;0.750003;-0.00000076;0.188071
53.450001;0.750003;-0.00000076;0.191268
53.5;0.750003;-0.00000077;0.194155
53.549999;0.750003;-0.0000008;0.196707
53.599998;0.750003;-0.00000073;0.198915
53.649998;0.750003;-0.00000072;0.200775
53.700001;0.750003;-0.00000078;0.202286
53.75;0.750003;-0.00000078;0.203449
53.799999;0.750003;-0.00000078;0.204262
53.849998;0.750003;-0.00000077;0.204727
54.099998;0.750001;-0.000721;0.204841
54.149998;0.75;-0.000763;0.204841
