6.100000,0.162612,0.112378,0.550358
6.150000,0.162977,0.112380,0.550513
6.200000,0.163634,0.112381,0.550796
6.250000,0.164605,0.112381,0.551210
6.300000,0.165900,0.112381,0.551755
6.350000,0.167418,0.112382,0.552380
6.400000,0.169018,0.112382,0.553024
6.450000,0.170651,0.112382,0.553664
6.500000,0.172298,0.112382,0.554294
6.550000,0.173954,0.112382,0.554911
6.600000,0.175616,0.112383,0.555513
6.650000,0.177284,0.112383,0.556102
6.700000,0.178957,0.112383,0.556675
6.750000,0.180635,0.112383,0.557235
6.800000,0.182318,0.112384,0.557779
6.850000,0.184005,0.112384,0.558309
6.900000,0.185698,0.112384,0.558824
6.950000,0.187394,0.112384,0.559324
7.000000,0.189095,0.112385,0.559809
7.050000,0.190800,0.112385,0.560280
7.100000,0.192509,0.112385,0.560736
7.150000,0.194222,0.112385,0.561176
7.200000,0.195939,0.112385,0.561602
7.250000,0.197659,0.112386,0.562013
7.300000,0.199383,0.112386,0.562409
7.350000,0.201111,0.112386,0.562789
7.400000,0.202841,0.112386,0.563155
7.450000,0.204575,0.112387,0.563505
7.500000,0.206312,0.112387,0.563841
7.550000,0.208051,0.112387,0.564161
7.600000,0.209794,0.112387,0.564466
7.650000,0.211538,0.112387,0.564755
7.700000,0.213286,0.112388,0.565030
7.750000,0.215036,0.112388,0.565289
7.800000,0.216788,0.112388,0.565533
7.850000,0.218542,0.112388,0.565761
7.900000,0.220298,0.112388,0.565975
7.950000,0.222055,0.112389,0.566173
8.000000,0.223814,0.112389,0.566355
8.050000,0.225575,0.112389,0.566522
8.100000,0.227338,0.112389,0.566674
8.150001,0.229101,0.112389,0.566811
8.200000,0.230866,0.112389,0.566932
8.250000,0.232632,0.112390,0.567038
8.300000,0.234398,0.112390,0.567128
8.350000,0.236165,0.112390,0.567203
8.400001,0.237933,0.112390,0.567262
8.450000,0.239701,0.112390,0.567306
8.500000,0.241470,0.112390,0.567335
8.550000,0.243239,0.112390,0.567348
8.600000,0.245007,0.112391,0.567345
8.650001,0.246776,0.112391,0.567328
8.700000,0.248545,0.112391,0.567294
8.750000,0.250313,0.112391,0.567246
