4.2106e-05,-0.46816,0.84606
4.2082e-05,-0.46815,0.84607
4.2186e-05,-0.46789,0.84624
4.2255e-05,-0.4668,0.84693
4.2795e-05,-0.46421,0.8485
4.3263e-05,-0.46069,0.85051
4.3808e-05,-0.45703,0.85244
4.4368e-05,-0.45331,0.85426
4.5021e-05,-0.44953,0.85594
4.5614e-05,-0.4457,0.85751
4.6133e-05,-0.44181,0.85895
4.6528e-05,-0.43788,0.86026
4.7138e-05,-0.43376,0.86148
4.7603e-05,-0.42975,0.86252
4.8185e-05,-0.42571,0.86344
4.8587e-05,-0.42165,0.86421
4.9057e-05,-0.41755,0.86486
4.9524e-05,-0.41345,0.86537
5.0023e-05,-0.40933,0.86574
5.0466e-05,-0.40519,0.86598
5.0863e-05,-0.40105,0.86609
5.1263e-05,-0.39692,0.86605
5.1697e-05,-0.39261,0.86588
5.2067e-05,-0.38848,0.86557
5.2511e-05,-0.3843,0.86511
5.2863e-05,-0.3802,0.86453
5.3156e-05,-0.37612,0.86381
5.3579e-05,-0.37207,0.86297
5.3885e-05,-0.36805,0.86198
5.4099e-05,-0.36388,0.86082
5.4407e-05,-0.35994,0.85957
5.4551e-05,-0.35588,0.85813
5.4835e-05,-0.35202,0.85662
5.507e-05,-0.34822,0.85498
5.5364e-05,-0.34433,0.85315
5.5483e-05,-0.34064,0.85126
5.5757e-05,-0.33702,0.84925
5.5735e-05,-0.33347,0.84713
5.6065e-05,-0.32997,0.84487
5.6e-05,-0.32643,0.84243
5.6155e-05,-0.32311,0.83996
5.6224e-05,-0.31976,0.83729
5.6225e-05,-0.3166,0.8346
5.6248e-05,-0.31354,0.83181
5.6318e-05,-0.31045,0.8288
5.6345e-05,-0.30758,0.82581
5.6316e-05,-0.30481,0.82273
5.6239e-05,-0.30215,0.81956
5.6223e-05,-0.29959,0.8163
5.6115e-05,-0.29703,0.81281
5.5964e-05,-0.29469,0.8094
5.5762e-05,-0.2924,0.80578
5.5669e-05,-0.2903,0.80222
5.5684e-05,-0.28831,0.79858
5.5427e-05,-0.28637,0.79472
5.5153e-05,-0.28463,0.79096
5.507e-05,-0.28302,0.78714
5.4749e-05,-0.28154,0.78328
5.4545e-05,-0.28018,0.77937
5.4142e-05,-0.27889,0.77522
5.3884e-05,-0.2778,0.77123
5.3703e-05,-0.27681,0.76705
5.3273e-05,-0.27599,0.76299
5.2943e-05,-0.2753,0.75891
5.26e-05,-0.27473,0.75465
5.2185e-05,-0.27431,0.75053
5.1829e-05,-0.27404,0.7464
5.1537e-05,-0.27389,0.74226
5.0938e-05,-0.27389,0.73811
5.0568e-05,-0.27403,0.73379
5.0143e-05,-0.2743,0.72966
4.9668e-05,-0.27472,0.72538
4.9256e-05,-0.27527,0.72126
4.8714e-05,-0.27596,0.71718
4.8162e-05,-0.27681,0.71293
4.7808e-05,-0.27777,0.7089
4.7287e-05,-0.27872,0.70535
4.7047e-05,-0.27934,0.70326
4.6909e-05,-0.27954,0.70262
4.6897e-05,-0.27957,0.70252
