-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062912,-0.4182,0.62511
-0.062955,-0.41818,0.62516
-0.062936,-0.41823,0.62518
-0.062936,-0.41824,0.62525
-0.062935,-0.41827,0.62539
-0.063026,-0.41832,0.6255
-0.063002,-0.41834,0.62558
-0.063045,-0.41833,0.62558
-0.063045,-0.41833,0.62558
-0.062954,-0.4183,0.6255
-0.062997,-0.41828,0.62542
-0.062979,-0.41827,0.62534
-0.062979,-0.41832,0.62531
-0.062936,-0.41836,0.62535
-0.062936,-0.41848,0.62545
-0.062984,-0.41861,0.62549
-0.062984,-0.41873,0.62562
-0.062983,-0.41884,0.62574
-0.062983,-0.41901,0.62593
-0.063026,-0.41917,0.62611
-0.063007,-0.41929,0.62627
-0.062978,-0.41947,0.6265
-0.062978,-0.41966,0.62685
-0.062934,-0.4199,0.62712
-0.062952,-0.42016,0.62757
-0.062952,-0.42044,0.62789
-0.062951,-0.42075,0.62825
-0.062951,-0.42104,0.62858
-0.062951,-0.4214,0.62886
-0.062951,-0.42174,0.62926
-0.062932,-0.42212,0.62961
-0.062932,-0.42248,0.62998
-0.063004,-0.42289,0.63046
-0.063004,-0.42334,0.63097
-0.063021,-0.42368,0.63139
-0.062977,-0.42406,0.63192
-0.062976,-0.42438,0.63241
-0.062976,-0.42467,0.63278
-0.062946,-0.42493,0.63317
-0.062945,-0.42524,0.63357
-0.062989,-0.42553,0.63404
-0.062988,-0.4258,0.63439
-0.062988,-0.42612,0.63482
-0.062943,-0.42644,0.63529
-0.062943,-0.42676,0.63562
-0.063016,-0.42704,0.63598
-0.063015,-0.42729,0.63631
-0.063015,-0.42759,0.63657
-0.063015,-0.42781,0.63686
-0.063014,-0.42805,0.6372
-0.06294,-0.42825,0.63744
-0.062924,-0.4285,0.63777
-0.062923,-0.42875,0.63819
-0.062939,-0.42899,0.63853
-0.062938,-0.42923,0.63888
-0.062937,-0.4295,0.63932
-0.062937,-0.42973,0.63968
-0.062936,-0.42999,0.64007
-0.062936,-0.43025,0.64044
-0.062935,-0.4305,0.64081
-0.062934,-0.43076,0.6412
-0.062934,-0.43101,0.64157
-0.062933,-0.43127,0.64197
-0.062932,-0.4315,0.64232
-0.062932,-0.43179,0.64266
-0.062931,-0.43207,0.64308
-0.062931,-0.43232,0.64348
-0.06293,-0.43258,0.64388
-0.062929,-0.43286,0.64433
-0.062928,-0.43313,0.64475
-0.062928,-0.43341,0.6452
-0.063001,-0.43368,0.64561
-0.063001,-0.43393,0.64601
-0.062999,-0.43416,0.64657
-0.062999,-0.43441,0.64698
-0.062924,-0.4346,0.64733
-0.062923,-0.43484,0.64766
-0.062922,-0.43508,0.64807
-0.062921,-0.43532,0.64848
-0.062921,-0.43554,0.64887
-0.06292,-0.43579,0.6493
-0.062919,-0.43607,0.64968
-0.062993,-0.43632,0.6501
-0.062992,-0.43654,0.65049
-0.062992,-0.43676,0.65087
-0.062991,-0.43697,0.65126
-0.06299,-0.43719,0.65166
-0.062915,-0.43738,0.65205
-0.062914,-0.43758,0.65242
-0.062913,-0.43776,0.65286
-0.062912,-0.43797,0.65326
-0.062911,-0.43819,0.65367
-0.06291,-0.43839,0.65407
-0.062909,-0.43863,0.65452
-0.062908,-0.43886,0.65496
-0.062908,-0.4391,0.65533
-0.062907,-0.43933,0.65578
-0.062981,-0.43955,0.65618
-0.06298,-0.43977,0.65663
-0.062979,-0.43998,0.65705
-0.062978,-0.44017,0.65745
-0.062977,-0.44037,0.65786
-0.062901,-0.44056,0.65828
-0.0629,-0.44076,0.65871
-0.062899,-0.44095,0.65911
-0.062898,-0.44115,0.65954
-0.062897,-0.44136,0.66
-0.062896,-0.44157,0.66046
-0.062895,-0.44175,0.66086
-0.062894,-0.44194,0.66129
-0.062893,-0.44213,0.6617
-0.062892,-0.44232,0.66214
-0.062891,-0.44248,0.66252
-0.06289,-0.44266,0.66293
-0.06289,-0.44283,0.66331
-0.062888,-0.44302,0.66377
-0.062887,-0.44319,0.66418
-0.062886,-0.44337,0.6646
-0.062885,-0.44357,0.66509
-0.062884,-0.44375,0.66552
-0.062883,-0.44393,0.66599
-0.062882,-0.44411,0.66643
-0.062881,-0.44428,0.66687
-0.06288,-0.44446,0.66731
-0.062879,-0.44463,0.66775
-0.062878,-0.44479,0.66817
-0.062877,-0.44495,0.66859
-0.062875,-0.44508,0.66908
-0.062874,-0.44524,0.66953
-0.062873,-0.44544,0.66992
-0.062872,-0.4456,0.67036
-0.062871,-0.44578,0.67086
-0.06287,-0.44593,0.67128
-0.062868,-0.4461,0.67175
-0.062867,-0.44624,0.67215
-0.062942,-0.44641,0.6726
-0.062941,-0.44656,0.67304
-0.062864,-0.44668,0.67347
-0.062863,-0.44682,0.67387
-0.062862,-0.44696,0.67429
-0.06286,-0.44711,0.67476
-0.062859,-0.44725,0.67519
-0.062858,-0.44739,0.67564
-0.062856,-0.44755,0.67615
-0.062855,-0.44769,0.6766
-0.062854,-0.44784,0.67708
-0.062853,-0.44797,0.67753
-0.062851,-0.4481,0.67796
-0.062927,-0.44826,0.67844
-0.062925,-0.44838,0.67887
-0.062924,-0.44851,0.67932
-0.062846,-0.44861,0.67972
-0.062845,-0.44874,0.68018
-0.062844,-0.44886,0.68064
-0.062843,-0.44898,0.68107
-0.062841,-0.44911,0.68155
-0.06284,-0.44923,0.68201
-0.062838,-0.44935,0.68247
-0.062837,-0.44947,0.68293
-0.062836,-0.44958,0.68336
-0.062911,-0.44971,0.68382
-0.06291,-0.44982,0.68428
-0.062909,-0.44992,0.68468
-0.062907,-0.45002,0.68512
-0.062829,-0.4501,0.68553
-0.062828,-0.45021,0.68601
-0.062827,-0.45032,0.68648
-0.062825,-0.45042,0.68694
-0.062824,-0.45053,0.68743
-0.062822,-0.45063,0.68789
-0.062821,-0.45074,0.68841
-0.062819,-0.45084,0.68887
-0.062895,-0.45095,0.68931
-0.062893,-0.45105,0.68982
-0.062892,-0.45114,0.69026
-0.06289,-0.45122,0.6907
-0.062812,-0.45128,0.69111
-0.062811,-0.45137,0.6916
-0.062809,-0.45146,0.69207
-0.062808,-0.45153,0.69248
-0.062806,-0.45162,0.69297
-0.062805,-0.4517,0.69344
-0.062803,-0.45178,0.69391
-0.062802,-0.45186,0.69437
-0.0628,-0.45193,0.69482
-0.062799,-0.452,0.69528
-0.062797,-0.45207,0.69572
-0.062796,-0.45214,0.69619
-0.062795,-0.45221,0.69663
-0.062793,-0.45227,0.69705
-0.062791,-0.45234,0.69757
-0.06279,-0.4524,0.69801
-0.062788,-0.45247,0.69851
-0.062787,-0.45253,0.69898
-0.062785,-0.45259,0.69947
-0.062783,-0.45266,0.69997
-0.062782,-0.45271,0.70041
-0.06278,-0.45277,0.70091
-0.062779,-0.45282,0.70138
-0.062777,-0.45287,0.70182
-0.062776,-0.45292,0.7023
-0.062774,-0.45296,0.70271
-0.062773,-0.45301,0.70318
-0.062771,-0.45305,0.70365
-0.062769,-0.45309,0.7041
-0.062768,-0.45313,0.70457
-0.062766,-0.45317,0.70504
-0.062764,-0.45321,0.70551
-0.062763,-0.45325,0.70599
-0.062761,-0.45328,0.70646
-0.062759,-0.45331,0.70693
-0.062758,-0.45334,0.70737
-0.062756,-0.45337,0.70785
-0.062755,-0.4534,0.70826
-0.062753,-0.45342,0.70871
-0.062751,-0.45345,0.70921
-0.06275,-0.45348,0.70968
